en,ru,description,file,hash
Editors with relay-manage can move pending actions between calendar dates. The original local time is preserved and permissions are checked again on drop.,"Редакторы с разрешением relay-manage могут переносить ожидающие действия между датами календаря. Исходное локальное время сохраняется, а разрешения повторно проверяются при отпускании.",,site/modules/Relay/Relay.module.php,707dbc0e342d941c54ee8a2a45e8412f
Edit page,Редактировать страницу,,site/modules/Relay/Relay.module.php,3fa4031425bbfdb55a03849422d8d9dc
Edit settings,Изменить настройки,,site/modules/Relay/Relay.module.php,54a029420d74c0dff69239155cf510b5
Email,Email,,site/modules/Relay/Relay.module.php,ce8ae9da5b7cd6c3df2929543a9af92d
Email delivery,Доставка по электронной почте,,site/modules/Relay/Relay.module.php,d359a149116a34dbb0a901aa8c337c4c
Email notifications,Уведомления по электронной почте,,site/modules/Relay/Relay.module.php,a67ce68ccac082ad54a552bdbcb6ecd7
Email recipients,Получатели электронной почты,,site/modules/Relay/Relay.module.php,f5faf8c2381b3d9154eb5f5dd691f283
Enabled,Включено,,site/modules/Relay/Relay.module.php,00d23a76e43b46dae9ec7aa9dcbebb32
Enable drag-and-drop rescheduling,Включить перепланирование методом перетаскивания,,site/modules/Relay/Relay.module.php,de3d3578ddd25bffda96bf156db01bf3
Enabled — workers paused,Включено — обработчики приостановлены,,site/modules/Relay/Relay.module.php,3256a4eb4f44a634d22d59a68ba3f48d
Enable imitation mode,Включить режим имитации,,site/modules/Relay/Relay.module.php,24b73324071c5dfbb0e305ce0206866e
Enable LazyCron fallback,Включить резервный вариант LazyCron,,site/modules/Relay/Relay.module.php,106a7d734be466cb4eb1286c0db300a3
Enable local JSON interface CLI,Включить локальный JSON-интерфейс CLI,,site/modules/Relay/Relay.module.php,7793def117fcb0eb807953482ecc3d0f
Enable operational email notifications,Включить оперативные уведомления по электронной почте,,site/modules/Relay/Relay.module.php,4bea2ffacb2de7eb3fce6499b0eda9ec
Enable or pause the every-minute fallback and set its bounded batch size.,Включите или приостановите ежеминутный резервный обработчик и задайте ограниченный размер пакета.,,site/modules/Relay/Relay.module.php,ca52ee9554bac5b7dd4c0d3e6e463a0d
Enable permission-gated PHP API,Включить PHP API с закрытым доступом,,site/modules/Relay/Relay.module.php,3bdac8c3a13162887c083f74520a6ea0
Enables bin/relay-interface. Mutations require --execute. The production worker bin/relay.php remains independent.,Включает bin/relay-interface. Для изменяющих команд требуется --execute. Производственный обработчик bin/relay.php остаётся независимым.,,site/modules/Relay/Relay.module.php,172e32e49e129e75af69a597d99dfe23
Enable Squad planning proposals,Включить предложения по планированию от Squad,,site/modules/Relay/Relay.module.php,42c93340016391831d130f75b7cefac5
Enable Telegram administrator notifications,Включить уведомления администратора Telegram,,site/modules/Relay/Relay.module.php,89ac77e9a3dc9c1f4dc60866931a1a19
Enable template filtering and sorting,Включить фильтрацию и сортировку шаблонов,,site/modules/Relay/Relay.module.php,b3bdbdea4bd2dd92725bc5f4c3430130
Enable versioned JSON REST API,Включить версионный JSON REST API,,site/modules/Relay/Relay.module.php,e256b106ec9f9f22f30ca9baab8e0c77
Event move cancelled.,Перенос мероприятия отменен.,,site/modules/Relay/Relay.module.php,91e1342594826d2f3f00b8eabcab926f
Events,События,,site/modules/Relay/Relay.module.php,87f9f735a1d36793ceaecd4e47124b63
Every %d minute,Каждую %d минуту,,site/modules/Relay/Relay.module.php,157ec7e34382181c1058341d45a28e43
Every %d minutes,Каждые %d минут,,site/modules/Relay/Relay.module.php,1158687b6e1022c76fd594985a098e3c
Executable,Исполняемый файл,,site/modules/Relay/Relay.module.php,38492e6b60e40c59a376e2151778e2c7
Execution,Исполнение,,site/modules/Relay/Relay.module.php,8f44785c8c19412c5b6611db30984514
Execution boundary,Граница выполнения,,site/modules/Relay/Relay.module.php,51df7f1559f4fbd296dfe38ee563d54c
"Expose Relay only through explicit, independently enabled API, CLI, email, and Telegram channels.","Предоставляйте доступ к Relay только через явно и независимо включённые каналы API, CLI, Email и Telegram.",,site/modules/Relay/Relay.module.php,9dd22c58984eec93da8fde0494aa42d7
Failed,Ошибка,,site/modules/Relay/Relay.module.php,d7c8c85bf79bbe1b7188497c32c3b0ca
Failed action,Действие с ошибкой,,site/modules/Relay/Relay.module.php,662cd226c08fafcf8b4f965552624506
Failed jobs need attention,Задания с ошибками требуют внимания,,site/modules/Relay/Relay.module.php,a1c2d57aa9f8db4ba9d478c64c57c7b1
Fallback,Резервный вариант,,site/modules/Relay/Relay.module.php,882277bdf25efaeb8295e842ebcb3d11
First day of the week,Первый день недели,,site/modules/Relay/Relay.module.php,6a4bb3d78eae10076729e0a34d8a9bc6
Focus on the immediate publishing window without losing action status and ownership.,"Сосредоточьтесь на ближайшем окне публикации, сохраняя видимость статуса и ответственного за действие.",,site/modules/Relay/Relay.module.php,c0ae0b20995ff568f22be3f233ac6780
Future changes,Будущие изменения,,site/modules/Relay/Relay.module.php,dccd1fc1b7511b0993d6c5601d8cc8f6
Generated crontab line,Сгенерированная строка crontab,,site/modules/Relay/Relay.module.php,6d49833d3be123d974723812cc883631
Generate one scoped token for an eligible ProcessWire actor. Rotation invalidates the previous token immediately.,Создайте один токен с ограниченной областью действия для подходящего пользователя ProcessWire. Обновление токена немедленно аннулирует предыдущий.,,site/modules/Relay/Relay.module.php,b3bd0cf5e92005a5a280e61572e36ab9
Generate token,Создать токен,,site/modules/Relay/Relay.module.php,2d171048040ef7ea557988caa0812bf3
Grouped by template; actions inside each template stay in date and time order.,Сгруппировано по шаблону; действия внутри каждого шаблона сохраняются в порядке даты и времени.,,site/modules/Relay/Relay.module.php,c6bdd1ee6744c0d8c508beae22506ef5
Highlight Saturdays and Sundays,Подсвечивать субботу и воскресенье,,site/modules/Relay/Relay.module.php,5e69b54c3f595a4538ca6332fdfc394b
Hook,Хук,,site/modules/Relay/Relay.module.php,b9b371458ab7c314f88b81c553f6ce51
Imitation mode,Режим имитации,,site/modules/Relay/Relay.module.php,e49ea13b6b7d1e7986b0b673e50d2e6a
Imitation mode is active,Режим имитации активен,,site/modules/Relay/Relay.module.php,cd10da6ada8f971f2ccb20212441b5fe
Imitation mode is active. All workers remain paused until it is disabled.,Режим имитации включён. Все обработчики приостановлены до его выключения.,,site/modules/Relay/Relay.module.php,ce7f4690cdb1bde226ad1e65a0ca7ff2
Imitation mode is not enabled.,Режим имитации не включен.,,site/modules/Relay/Relay.module.php,1c594cab0cc5d4a93ba7c2f22312b715
Imitation mode · Empty,Режим имитации · Пусто,,site/modules/Relay/Relay.module.php,9a55c7c8a6199466be3e92737d2ffd36
Imitation sandbox,Песочница имитации,,site/modules/Relay/Relay.module.php,32fdfe79a9795a093f89f2cf94a3c501
Inactive,Неактивный,,site/modules/Relay/Relay.module.php,3cab03c00dbd11bc3569afa0748013f0
Inspect schedule data from the server shell. Commands that change data run only when --execute is supplied explicitly.,"Проверьте данные расписания из оболочки сервера. Команды, изменяющие данные, выполняются только в том случае, если --execute указан явно.",,site/modules/Relay/Relay.module.php,7df86ea815079226f0c495188750143c
Installed,Установлено,,site/modules/Relay/Relay.module.php,98dd43dfae05b11befe1f140e0ec787a
Install or update TeleWire 1.0.2 before enabling Telegram delivery.,"Установите или обновите TeleWire 1.0.2, прежде чем включать доставку Telegram.",,site/modules/Relay/Relay.module.php,3351985839729c8df5d2d82d9a27a734
Install Squad and configure an active provider key before enabling planning assistance.,"Установите Squad и настройте ключ активного провайдера, прежде чем включать помощника планирования.",,site/modules/Relay/Relay.module.php,2922e4e68f2a4db397c7f04f566b2045
Install the ProcessWire LazyCron module before enabling the fallback.,"Прежде чем включать резервный вариант, установите модуль ProcessWire LazyCron.",,site/modules/Relay/Relay.module.php,4112d9917c9abf8290c7c7a716f0481d
Integration,Интеграция,,site/modules/Relay/Relay.module.php,1115b855bb2a508bc2ca0609cc2d0f65
Interface CLI,Интерфейс CLI,,site/modules/Relay/Relay.module.php,4a4d79b6ea4d61e67ecb97d0574c7a37
Interfaces,Интерфейсы,,site/modules/Relay/Relay.module.php,756640f0aea5f5bea1cbe250a9d08989
Internal note,Внутренняя заметка,,site/modules/Relay/Relay.module.php,08643daceac5930a01274e8e41de11b3
Interval,Интервал,,site/modules/Relay/Relay.module.php,d16dd01adf735ed9b87eebff5fc39ce5
Job,Задание,,site/modules/Relay/Relay.module.php,cf51066f49e517f274b8173cc265c60b
Job totals by status.,Итоги заданий по статусу.,,site/modules/Relay/Relay.module.php,dd221ff89b3a59a63d0e27a8de45ce07
Kanban,Канбан,,site/modules/Relay/Relay.module.php,39b32dd45982038aa5704ca2728334ee
Keep plans within a deliberate time range and reject accidental far-future dates. Choose 1–20 years.,Держите планы в определенных временных рамках и отклоняйте случайные даты в далеком будущем. Выберите от 1 до 20 лет.,,site/modules/Relay/Relay.module.php,04eb067bbaefa7a4d7146998be7c1f66
LazyCron,LazyCron,,site/modules/Relay/Relay.module.php,30d7a80090e845f560b7784238e85969
LazyCron configuration,Конфигурация LazyCron,,site/modules/Relay/Relay.module.php,4cdafc253d9d807533e365465062d98a
LazyCron fallback,Резервный вариант LazyCron,,site/modules/Relay/Relay.module.php,c7a86287d25be0c5760532c8788231ab
LazyCron module,Модуль LazyCron,,site/modules/Relay/Relay.module.php,b4ad066173e7adbff3a86a8c55f8ac29
Let an editor request an editable timing and note suggestion without scheduling or changing the page automatically.,Позволяет редактору запросить редактируемое предложение времени и заметки без автоматического создания задания или изменения страницы.,,site/modules/Relay/Relay.module.php,e58a884e8d5501418d957557e3b6f34a
Load demo data,Загрузить демонстрационные данные,,site/modules/Relay/Relay.module.php,efa922b4fc033e3663ba85d6e1fe21b1
"Load the dense demo dataset to test calendars, filters, drag-and-drop, popovers, and worker behavior.","Загрузите насыщенный демонстрационный набор для проверки календарей, фильтров, drag-and-drop, popover и поведения обработчика.",,site/modules/Relay/Relay.module.php,232a41cb2fee127ed68c4c339000f97c
Local command interface,Локальный командный интерфейс,,site/modules/Relay/Relay.module.php,0d7995182e070137ea07a8db7e3a07db
Local command line,Локальная командная строка,,site/modules/Relay/Relay.module.php,5d7396f39b94d305ebae8c1b8b950893
Log file,Файл журнала,,site/modules/Relay/Relay.module.php,46b3eff0289269c9569c3801c3a158d4
Log path,Путь журнала,,site/modules/Relay/Relay.module.php,18d84cc78011f06226f5bf0e008c971a
"Low traffic, full-page caches, or downtime can delay publication because LazyCron runs only after ProcessWire serves a request. Use system crontab when publication time matters.","Низкий трафик, полностраничные кэши или простои могут задержать публикацию, поскольку LazyCron запускается только после того, как ProcessWire обработает запрос. Используйте системный crontab, когда время публикации имеет значение.",,site/modules/Relay/Relay.module.php,ebf34db04b06669a0bece9fbc4e70562
Manual page status remains in effect.,Установленный вручную статус страницы остаётся без изменений.,,site/modules/Relay/Relay.module.php,fa56368b78047c00be805dabf845f0d8
Maximum attempts,Максимальное количество попыток,,site/modules/Relay/Relay.module.php,c01198d652d05f1acc9926e7b0c509a0
Maximum jobs per run,Максимальное количество заданий за запуск,,site/modules/Relay/Relay.module.php,c4741f245b222b56dab3620fe125ee70
Maximum jobs per worker run,Максимум заданий за один запуск обработчика,,site/modules/Relay/Relay.module.php,b66f2e57b112512e97f199ba2dd8da04
Maximum planning horizon (years),Максимальный горизонт планирования (лет),,site/modules/Relay/Relay.module.php,ec35405bc94e0e2f6fb1840d174b0cbe
Method,Метод,,site/modules/Relay/Relay.module.php,4c3880bb027f159e801041b1021e88e8
Missing,Отсутствует,,site/modules/Relay/Relay.module.php,2aee0be2678ee90fd327cc186826438e
Mode,Режим,,site/modules/Relay/Relay.module.php,650be61892bf690026089544abbd9d26
Model,Модель,,site/modules/Relay/Relay.module.php,a559b87068921eec05086ce5485e9784
Module,Модуль,,site/modules/Relay/Relay.module.php,e55f75a29310d7b60f7ac1d390c8ae42
Monday,Понедельник,,site/modules/Relay/Relay.module.php,6f8522e0610541f1ef215a22ffa66ff6
Monday first,С понедельника,,site/modules/Relay/Relay.module.php,ecccd7a021822f5de320382dec458cc6
Month,Месяц,,site/modules/Relay/Relay.module.php,7cbb885aa1164b390a0bc050a64e1812
Month calendar,Календарь на месяц,,site/modules/Relay/Relay.module.php,93608c3a92a31b6a7edbfae7fe10df07
Move a pending action.,Переместить отложенное действие.,,site/modules/Relay/Relay.module.php,56222c089d75401f4efc1688af31ee6c
Move pending job.,Переместить ожидающее задание.,,site/modules/Relay/Relay.module.php,9bda1fe484d54380e8cbcaf72e221bde
Moving {title}. Drop it on another date.,Перемещение «{title}». Перетащите событие на другую дату.,,site/modules/Relay/Relay.module.php,d229f7f122905e3dd8eb0db922dde96e
Needs attention,Требует внимания,,site/modules/Relay/Relay.module.php,d6f5722e464f95d8d6411841b90ee6d2
Never,Никогда,,site/modules/Relay/Relay.module.php,6e7b34fa59e1bd229b207892956dc41c
New Bearer token,Новый Bearer-токен,,site/modules/Relay/Relay.module.php,ec95928654904601bc79fa9e4fad48c8
Next,Далее,,site/modules/Relay/Relay.module.php,10ac3d04253ef7e1ddc73e6091c0cd55
No actions,Нет действий,,site/modules/Relay/Relay.module.php,7259b16f470234d3719d77cff1d16546
No actions in this period,Нет действий за этот период,,site/modules/Relay/Relay.module.php,f0a919427679873de1e9fb5fcece5b72
No eligible actor exists. Grant relay-api and relay-manage first.,Нет подходящего пользователя. Сначала выдайте разрешения relay-api и relay-manage.,,site/modules/Relay/Relay.module.php,0b6f09497bdafdeff6f1c07174ca5653
No note added.,Примечание не добавлено.,,site/modules/Relay/Relay.module.php,8f9b824270285fdbd6576c818b62d0b9
No publication actions are waiting.,Никаких действий по публикации не ожидается.,,site/modules/Relay/Relay.module.php,7523610678d36a96eca668bb6345af4a
No real schedule jobs or page states will be changed.,Никакие реальные запланированные задания или состояния страниц не будут изменены.,,site/modules/Relay/Relay.module.php,8b6a8ab06f4ccbe94b4efb731b028bb5
No scheduled changes,Нет запланированных изменений,,site/modules/Relay/Relay.module.php,31b760361559b4324cbeff339370c53e
Not assigned,Не назначено,,site/modules/Relay/Relay.module.php,63d8c71daa2adfb569eb9c363eaa7a89
Not configured,Не настроено,,site/modules/Relay/Relay.module.php,db3f921088947d83680a80a0285ef414
Not detected,Не обнаружено,,site/modules/Relay/Relay.module.php,60a449ec73e10cf5e78387d34fe72f59
Not exact: it runs only when the site receives traffic. Use the CLI worker every minute for production.,Неточная обработка: запускается только при посещении сайта. Для рабочего режима запускайте CLI-обработчик каждую минуту.,,site/modules/Relay/Relay.module.php,a9bf497e7f1342ddd4343ce0d3499aca
Nothing has been scheduled for this page yet.,Для этой страницы пока ничего не запланировано.,,site/modules/Relay/Relay.module.php,1312da3b07492d4a595b2cb50f92a7fa
Notify administrators when,"Сообщите администраторам, когда",,site/modules/Relay/Relay.module.php,8fed5cbdb8a11b579bce0ac7c5d9fd88
Not installed,Не установлен,,site/modules/Relay/Relay.module.php,d12fb360f73c34226d1e50228875d8cf
Not ready,Не готово,,site/modules/Relay/Relay.module.php,486fbd81a5c5c8fe1c1dd191fdbe007f
"On a touch screen, open an action and use Date and time to move it precisely.","На сенсорном экране откройте действие и используйте дату и время, чтобы точно переместить его.",,site/modules/Relay/Relay.module.php,126b6ef26659b11b064b012fe276e301
One job.,Одно задание.,,site/modules/Relay/Relay.module.php,3c0a103ef790e8e82393eb1a88c73af8
One numeric chat ID or @channel username per line.,Один числовой идентификатор чата или имя пользователя @channel в каждой строке.,,site/modules/Relay/Relay.module.php,842b87c91f0657be0e639360d4f550e7
One redacted schedule job.,Одно задание Relay с отредактированными чувствительными данными.,,site/modules/Relay/Relay.module.php,863ffcec3f7ead672fa6c84d75fe4687
Only pending demo actions can be cancelled.,Отменить можно только ожидающие демонстрационные действия.,,site/modules/Relay/Relay.module.php,b925c34b94090f0ced19051090d08a70
Only pending jobs can be cancelled.,Отменить можно только ожидающие задания.,,site/modules/Relay/Relay.module.php,bcca68fda82c77a19c4b030ee533a8cc
Only pending jobs can be rescheduled.,Перепланировать можно только ожидающие задания.,,site/modules/Relay/Relay.module.php,0ae30f650cf62061be0428786afd053f
Open %s in the three-day view,Открыть %s в трехдневном просмотре,,site/modules/Relay/Relay.module.php,a0147078e5c3807099e3c6e8bc6aad4f
Open %s on the timeline,Открыть %s на хронологии,,site/modules/Relay/Relay.module.php,b8dc0edc3bfc72a166efb5aed4cf64bf
Open actions for details or drag pending work while preserving its local time.,Откройте действие для просмотра сведений или перетащите ожидающее задание с сохранением локального времени.,,site/modules/Relay/Relay.module.php,9e264d47eed20ad7d80b3f6853964f33
"Open a day for its agenda, or use compact pending events for details and drag-and-drop.","Откройте день, чтобы увидеть его расписание, либо используйте компактные события для просмотра и переноса.",,site/modules/Relay/Relay.module.php,47d6571ba24fc70978d56035315ad1be
"Open an action for details, or drag a pending action between days.",Откройте действие для просмотра сведений или перетащите ожидающее действие на другой день.,,site/modules/Relay/Relay.module.php,de8ad42583797a15bdc14d2a3dd629bb
Open editorial calendar,Открыть редакционный календарь,,site/modules/Relay/Relay.module.php,36f4faf1ae1fc2650cd33907e9675e48
Open publication URL,Открыть URL публикации,,site/modules/Relay/Relay.module.php,bf638fae3ec3b3189fd18ebe6f5249a1
Open Relay,Открыть Relay,,site/modules/Relay/Relay.module.php,cce1ea74532483448976cd6c0bcbaf14
Operational email,Оперативная электронная почта,,site/modules/Relay/Relay.module.php,a59c893dbf6463dc7fa4f413eaaa16e1
Operational interfaces,Операционные интерфейсы,,site/modules/Relay/Relay.module.php,b9d0716888f640c6bb55253e02e8b9cf
Optional absolute CLI PHP path. Leave empty to use the binary detected by Relay.,"Необязательный абсолютный путь CLI PHP. Оставьте пустым, чтобы использовать двоичный файл, обнаруженный Relay.",,site/modules/Relay/Relay.module.php,fc1cc364c1fae024089655e4416bfacc
Order,Заказать,,site/modules/Relay/Relay.module.php,a240fa27925a635b08dc28c9e4f9216d
Output,Выход,,site/modules/Relay/Relay.module.php,29c2c02a361c9d7028472e5d92cd4a54
Overall schedule,Общее состояние расписания,,site/modules/Relay/Relay.module.php,ee288d53bc1c1b1d9d09360b05449721
Overview,Обзор,,site/modules/Relay/Relay.module.php,3b878279a04dc47d60932cb294d96259
Page,Страница,,site/modules/Relay/Relay.module.php,193cfc9be3b995831c6af2fea6650e60
Page fields shared with Squad,"Поля страницы, передаваемые Squad",,site/modules/Relay/Relay.module.php,03322b57054de30f2db31c5035092c67
Page published,Страница опубликована,,site/modules/Relay/Relay.module.php,d6b0fb88c2bc70d9227d8c6019627014
Page schedule,Расписание страниц,,site/modules/Relay/Relay.module.php,0e511b74ffb214e3bc957b2692d5056d
Page timeline,Временная шкала страницы,,site/modules/Relay/Relay.module.php,c4e84ad73fa62b34e6d144c5344ab976
Past and future publication actions for this page.,Прошлые и будущие действия по публикации этой страницы.,,site/modules/Relay/Relay.module.php,dbb371ac27ab91f9ee3d12048000f604
Paused by imitation,Приостановлено из-за имитации,,site/modules/Relay/Relay.module.php,ba990f624cbd7c08aeb24c927a7e595b
Pending actions,Ожидающие действия,,site/modules/Relay/Relay.module.php,c054a7deca822c899ac734543443b094
Permanent safety and planning instructions. Page values are supplied separately as untrusted context.,Постоянные инструкции по безопасности и планированию. Значения страницы предоставляются отдельно как недоверенный контекст.,,site/modules/Relay/Relay.module.php,9bd18b00c6a90c138599c718422b9bf2
Permissions and mutation CSRF token.,Разрешения и CSRF-токен для изменяющих запросов.,,site/modules/Relay/Relay.module.php,72043eca1d63f5feedc439ec34d80def
PHP binary,PHP двоичный файл,,site/modules/Relay/Relay.module.php,557a2a23ac67051108310879203374d7
PHP facade,PHP-фасад,,site/modules/Relay/Relay.module.php,3f397dbe47b1a9452df9f6a4e3c72887
Plan a publication change,Запланируйте изменение публикации,,site/modules/Relay/Relay.module.php,642e182b6c20b48e7a14e599af12f91c
Planning,Планирование,,site/modules/Relay/Relay.module.php,21d28aa03f67eb242b1c95a6a0594ff5
Plan publication changes without adding fields to the page template. Times are displayed in,Планируйте изменения публикации без добавления полей в шаблон страницы. Время отображается в,,site/modules/Relay/Relay.module.php,644874957871efb8ae73f9f9bc27021f
Previous,Предыдущий,,site/modules/Relay/Relay.module.php,dd1f775e443ff3b9a89270713580a51b
Privacy boundary,Граница конфиденциальности,,site/modules/Relay/Relay.module.php,283b0ce628b8a10d8923af1921d7d447
Private runtime override,Приватное значение из среды выполнения,,site/modules/Relay/Relay.module.php,70fad1ed108d3bef630c20886e1f3516
Processed %d job(s).,Обработано %d заданий.,,site/modules/Relay/Relay.module.php,8a4ef761295f6617787a6d547aac80ff
Processing,Выполняется,,site/modules/Relay/Relay.module.php,643562a9ae7099c8aabfdc93478db117
ProcessWire root,Корень ProcessWire,,site/modules/Relay/Relay.module.php,ac3e4a2dfc1b73ebfab04e602e1458b1
Production worker,Производственный обработчик,,site/modules/Relay/Relay.module.php,f8d760f032ce10447934c3f875ceafb8
Production worker schedule,Расписание производственного обработчика,,site/modules/Relay/Relay.module.php,2a5d3927d22a2485302a2dc679a57936
Provider,Провайдер,,site/modules/Relay/Relay.module.php,27703c8f150ac4bb0a3a83a7857353af
Publication,Публикация,,site/modules/Relay/Relay.module.php,6bd6beac1da76b2d2a9c3b7914ba034c
Publication action,Действие публикации,,site/modules/Relay/Relay.module.php,dadb48cbe16dd21fd1830c5f05a048a6
Publication action cancelled,Публикация отменена.,,site/modules/Relay/Relay.module.php,72cd0abc0ea0d13d5f3401d9e4d922f8
Publication action completed,Публикация завершена,,site/modules/Relay/Relay.module.php,24e41131b3e3ede705f75e6fb30ded07
Publication action failed,Не удалось выполнить публикацию.,,site/modules/Relay/Relay.module.php,2b82ba46560cc49cc5a4b2590e7a3810
Publication action rescheduled,Публикация перенесена,,site/modules/Relay/Relay.module.php,452f960923936bc6387c2bfdf7c58642
Publication action scheduled,Публикация запланирована,,site/modules/Relay/Relay.module.php,f192c92be12428895c71979f8f262e48
Publication details,Сведения о публикации,,site/modules/Relay/Relay.module.php,5b5a5357b1225e7c4782d8b87ae5f1f9
Publication schedule,Расписание публикации,,site/modules/Relay/Relay.module.php,391360562ffbf7e7954e887515d12d2f
Publication URL copied.,URL публикации скопирован.,,site/modules/Relay/Relay.module.php,8c1922f45f474187f4011a72721121ce
Publication window dates must use the same timezone.,Даты периода публикации должны соответствовать одному и тому же часовому поясу.,,site/modules/Relay/Relay.module.php,aa4b2fe1dd956f414211bc54fcdf1543
Publication window scheduled.,Окно публикации запланировано.,,site/modules/Relay/Relay.module.php,dc2d62b1b17fc08c73fae9f7f4479f4d
"Publication window — publish, then unpublish","Окно публикации — опубликовать, затем снять с публикации",,site/modules/Relay/Relay.module.php,773c3734d225c29503114fa7f60bdfb3
Publish,Опубликовать,,site/modules/Relay/Relay.module.php,110a4b01beabd53b661a47d4b44bd7a8
Publish date and time,Дата и время публикации,,site/modules/Relay/Relay.module.php,ea8c357a79ebe2a4776d4e8926954151
Published,Опубликовано,,site/modules/Relay/Relay.module.php,9b9d8a976b42e0bd66381797644943d5
Published page,Опубликованная страница,,site/modules/Relay/Relay.module.php,ac2a2b7773d5d957c03b0fcd272f921d
Publishing plan is active,План публикации активен,,site/modules/Relay/Relay.module.php,dce2e31c5cbc865e6ea6dcd91d3dc65d
Publishing schedule,Расписание публикаций,,site/modules/Relay/Relay.module.php,2f2cc68111d3ba853e4e5d6990cfcbc7
Publish page — make publicly visible,Опубликовать страницу — сделать общедоступной,,site/modules/Relay/Relay.module.php,89da54a14225a280d2c77d2ae5d30866
Purpose,Цель,,site/modules/Relay/Relay.module.php,261addf78c7b2c961032b3dd08ba0b1f
Quarter,квартал,,site/modules/Relay/Relay.module.php,b25cde1e74f3d27f678c2e309e06102e
Quarter calendar,Календарь на квартал,,site/modules/Relay/Relay.module.php,07077e5577bf3b7664ff7ca6b9d9badb
Readiness,Готовность,,site/modules/Relay/Relay.module.php,7236964cf567c0cdefc5aca8def85044
Reading is direct; changing data is deliberate,"Чтение выполняется сразу, изменение данных — только явно",,site/modules/Relay/Relay.module.php,8af38c119c4181af57682d2b90b67d76
Read schedule data or run an explicit write command from the ProcessWire host with JSON input and output.,Читайте данные Relay или явно запускайте изменяющую команду на сервере ProcessWire с вводом и выводом JSON.,,site/modules/Relay/Relay.module.php,5a6abfdec389c6d18190138bac698807
Ready,Готово,,site/modules/Relay/Relay.module.php,e7d31fc0602fb2ede144d18cdffd816b
Recipients,Получатели,,site/modules/Relay/Relay.module.php,5959cf158e76f7c6f27bff2917ee05b1
Requested by,Запросил,,site/modules/Relay/Relay.module.php,aeaf08746080e6e79b89c08174a2e279
Request failed.,Запрос не выполнен.,,site/modules/Relay/Relay.module.php,52c1432f44aebb8c91042d5403ef378b
Requires an authenticated actor with relay-api and relay-manage. This setting alone creates no HTTP route.,Требуется авторизованный пользователь с разрешениями relay-api и relay-manage. Сама по себе эта настройка не создаёт HTTP-маршрут.,,site/modules/Relay/Relay.module.php,006c98c53ba58e195e03a23ee7b90d19
Reschedule,Перенести,,site/modules/Relay/Relay.module.php,4d71f6e4d505e2025e99a24491603763
Rescheduled,Перенесено,,site/modules/Relay/Relay.module.php,5d9213fc51a33bdcf4ea64ca0e6bf3ff
Resolved worker,Выбранный обработчик,,site/modules/Relay/Relay.module.php,d7b756bab3cd854eb0074b7353f22628
Restricted page,Ограниченная страница,,site/modules/Relay/Relay.module.php,74fba10d490b0e79128d4556d1fab9a2
REST routes,REST маршруты,,site/modules/Relay/Relay.module.php,0e1dd55276c7cc41ed8b90fd98b21999
Review before installing,Проверка перед установкой,,site/modules/Relay/Relay.module.php,2855cd389ae46f7150a74786c46cfbaa
Review boundary,Граница обзора,,site/modules/Relay/Relay.module.php,af14605022be44ba7700df309cff9c62
"Review every action in the selected quarter, grouped by its current workflow status.","Просмотрите каждое действие за выбранный квартал, сгруппированное по текущему статусу рабочего процесса.",,site/modules/Relay/Relay.module.php,ce45fc23baf863964adfb9ba188b1938
Review every field before scheduling. Nothing has been saved.,Проверьте каждое поле перед созданием задания. Пока ничего не сохранено.,,site/modules/Relay/Relay.module.php,2d64e2d7a74b0eaa81954c485817ab81
Review seven days of publishing work in a focused editorial agenda.,Просмотрите семь дней публикаций в компактном редакционном расписании.,,site/modules/Relay/Relay.module.php,9f4168a8b552a24996b30e6051e082af
Revoke token,Отозвать токен,,site/modules/Relay/Relay.module.php,8df393176f0b6666eec544975d0a3b6c
Rotated,Обновлён,,site/modules/Relay/Relay.module.php,4f8d7de5d5a3860f0a27f8848de1ba40
Rotate token,Обновить токен,,site/modules/Relay/Relay.module.php,7891287d5d2427e8faee133c41901ac7
Route,Маршрут,,site/modules/Relay/Relay.module.php,9405c3aff9112c3c60d03b94792877dc
Routes,Маршруты,,site/modules/Relay/Relay.module.php,b41067229f91bece9cdfc66681cdd7a3
Rows are pages and columns are days; pending markers can move within their page row.,"Строки — это страницы, а столбцы — дни; ожидающие маркеры могут перемещаться в пределах своей строки страницы.",,site/modules/Relay/Relay.module.php,41d9070c5262e27ee3cea2804a06d701
Run a bounded due batch.,Запустить ограниченный пакет наступивших заданий.,,site/modules/Relay/Relay.module.php,0642a222de1ff1a1375a3c14d6a6dccf
Run a bounded worker check after ProcessWire receives traffic. Use this only when a system cron is unavailable and exact timing is not required.,"Запускает ограниченную проверку обработчика после обращения к ProcessWire. Используйте только при недоступном системном cron, когда точное время не требуется.",,site/modules/Relay/Relay.module.php,70b9cc9a548b4d31d68f8d972198a8f1
Run as,Выполнить от имени,,site/modules/Relay/Relay.module.php,825c8c5da55b0d246ab35912cde99aac
Run due work.,Выполнить наступившие задания.,,site/modules/Relay/Relay.module.php,4ec0317dfd667cf1ea28c65bf4e2ba16
Runs after LazyCron::everyMinute only when ProcessWire receives traffic.,"Запускается после LazyCron::everyMinute только тогда, когда ProcessWire получает трафик.",,site/modules/Relay/Relay.module.php,396a8708fb8c535fcd258f267e89a4b1
